#
#
# US Geological Survey
# retrieved: 2017-04-10 14:20:05 EDT
# URL: https://nwis.waterdata.usgs.gov/nwis/inventory
#
# The Site File stores location and general information about groundwater,
# surface water, and meteorological sites
# for sites in USA.
#
# The following selected fields are included in this output:
#
#  agency_cd       -- Agency
#  site_no         -- Site identification number
#  station_nm      -- Site name
#  dec_lat_va      -- Decimal latitude
#  dec_long_va     -- Decimal longitude
#  coord_acy_cd    -- Latitude-longitude accuracy
#  dec_coord_datum_cd -- Decimal Latitude-longitude datum
#
#
# query started 2017-04-10 14:20:05 EDT
#
# there are 1549 sites matching the search criteria.
#
#
agency_cd	site_no	station_nm	dec_lat_va	dec_long_va	coord_acy_cd	dec_coord_datum_cd
USGS	413159091051100	8000000000 Little Mosquito Creek	41.53308196	-91.08654140	U	NAD83
USGS	413304093312801	078N23W20AACB           Des Moines R Ipalco Plant	41.55110080	-93.52465900	U	NAD83
USGS	413345091041900	7300000000 Sugar Creek Tributary	41.56252610	-91.07209700	U	NAD83
USGS	413352091040400	7200000000 Sugar Creek Tributary	41.56447057	-91.06793020	U	NAD83
USGS	413357091045600	7500000000  Sugar Creek	41.56585920	-91.08237510	U	NAD83
USGS	413359091045600	7400000000 Sugar Creek South of Moscow, IA	41.56641477	-91.08237510	U	NAD83
USGS	413400091040801	078N02W10CDDC           Sugar Creek Hwy 6	41.56669270	-91.06904140	U	NAD83
USGS	413420091034400	7100000000 Sugar Creek Tributary	41.57224830	-91.06237460	U	NAD83
USGS	413427091035100	7080000000 Sugar Creek	41.57419268	-91.06431910	U	NAD83
USGS	413436091051500	7800000000 Cedar River at Moscow, IA	41.57669230	-91.08765320	U	NAD83
USGS	413457091035800	7070000000 Trib B Sugar Creek	41.58252580	-91.06626380	U	NAD83
USGS	413522091035700	7050000000 Tile A (6 inch)	41.58947017	-91.06598600	U	NAD83
USGS	413532091033500	7060000000 Tributary to Sugar Creek (Otter Cr)	41.59224799	-91.05987480	U	NAD83
USGS	413547091034800	7040000000 Tributary to Sugar Creek	41.59641450	-91.06348609	U	NAD83
USGS	413632091040700	7020000000 Tributary to Sugar Creek	41.60891420	-91.06876420	U	NAD83
USGS	413642091041200	7000000000 Sugar Creek	41.61169195	-91.07015320	U	NAD83
USGS	413723091094200	6900000000 Unnamed Creek	41.62307926	-91.16182300	U	NAD83
USGS	413738093383801	079N24W28ABAD           Des Moines R Euclid Bridge	41.62721110	-93.64410770	U	NAD83
USGS	413843091321201	079N06W15CBD            Iowa City Water	41.64529460	-91.53683460	U	NAD83
USGS	413900091070600	6800000000  Crooked Creek	41.65002388	-91.11848870	U	NAD83
USGS	413912091090400	6700000000  Pee Dee Creek	41.65335666	-91.15126760	U	NAD83
USGS	413949091321801	079N06W10BCCA           IOWA CITY WATER	41.66362754	-91.53850190	U	NAD83
USGS	414004095301101	079N40W09ADCC         1993MOSQ-D-93	41.66776658	-95.50333600	F	NAD83
USGS	414009091092501	079N03W11AAB            Rochester Water	41.66918960	-91.15710140	U	NAD83
USGS	414039091095300	6500000000 Rock Creek	41.67752268	-91.16487960	U	NAD83
USGS	414054095290401	079N40W03ACD          1993MOSQ-X-93	41.68165520	-95.48472440	F	NAD83
USGS	414200094320002	GT-80/32W-0002 (GT-2)	41.70000000	-94.53333330	M	NAD83
USGS	414201095282001	080N40W35BADC         1993MOSQ-U-93	41.70026606	-95.47250180	F	NAD83
USGS	414208091204601	Unnamed Drainage Ditch at Cnty Rd X30 nr Oasis, IA	41.70227778	-91.34627780	1	NAD83
USGS	414234091135700	6300000000 Unnamed Creek	41.70946548	-91.23266040	U	NAD83
USGS	414310091110500	6200000000 Rock Run	41.71946605	-91.18488100	U	NAD83
USGS	414343091142201	Cedar River near Cedar Valley, IA	41.72863168	-91.23960550	F	NAD83
USGS	414410092504401	080N17W17DA             Rock Creek	41.73610358	-92.84574820	U	NAD83
USGS	414453091171600	6000000000 Nickolson Creek	41.74807487	-91.28794090	U	NAD83
USGS	414500092350002	PH-80/15W-0002 (PH-2)	41.75000000	-92.58333330	M	NAD83
USGS	414543091142300	5900000000 Unnamed Creek	41.76196409	-91.23988370	U	NAD83
USGS	414622095250103	Earling 6	41.77555556	-95.41277780	S	NAD83
USGS	414631091194400	5800000000 Gower Creek	41.77529506	-91.32905360	U	NAD83
USGS	414831091235000	5600000000 Mill Creek	41.80862530	-91.39738990	U	NAD83
USGS	414842091182700	5500000000 Baldwin Creek	41.81168266	-91.30766420	U	NAD83
USGS	414926091215200	5400000000 Coon Creek	41.82390300	-91.36461100	U	NAD83
USGS	415113091230700	5000000000 Clear Creek	41.85362327	-91.38544560	U	NAD83
USGS	415113091230900	5200000000 Clear Creek North of Sutiff, IA	41.85362326	-91.38600120	U	NAD83
USGS	415129091223100	5100000000  Tributary to Clear Creek	41.85806770	-91.37544530	U	NAD83
USGS	415222091090200	4980000000 Tributary to Clear Creek	41.87279446	-91.15071320	U	NAD83
USGS	415232091083700	4990000000 Clear Creek	41.87557228	-91.14376850	U	NAD83
USGS	415233091091700	4970000000  Tributary to Clear Creek	41.87584980	-91.15488000	U	NAD83
USGS	415235091091200	4960000000 Tributary to Clear Creek	41.87640537	-91.15349110	U	NAD83
USGS	415243091092300	4950000000 Clear Creek at Bridge 742	41.87862740	-91.15654679	U	NAD83
USGS	415254091094500	4940000000  Tributary to Clear Creek	41.88168270	-91.16265820	U	NAD83
USGS	415259091252400	4800000000 Spring Creek	41.88306526	-91.42350340	U	NAD83
USGS	415312091193400	4900000000 Clear Creek	41.88667865	-91.32627670	U	NAD83
USGS	415313091102300	4930000000 Clear Creek	41.88696006	-91.17321420	U	NAD83
USGS	415404091301701	Cedar Rv sandbar pond, Palisades Kepler SP, IA	41.90111110	-91.50472220	5	NAD83
USGS	415405091301001	Cedar River bank material, Palisades Kepler SP, IA	41.90138889	-91.50277780	5	NAD83
USGS	415519091311100	0080000000 Palisades site	41.92194980	-91.51989720	U	NAD83
USGS	415520091311200	0010000000 Cedar River at Palisades	41.92222757	-91.52017500	U	NAD83
USGS	415551091333900	4500000000 Pleasant Run Creek	41.93083774	-91.56100940	U	NAD83
USGS	415628091323800	4400000000 Big Creek	41.94111515	-91.54406480	U	NAD83
USGS	415657091382000	4300000000 Prairie Creek	41.94916920	-91.63906710	U	NAD83
USGS	415711095191301	083N38W31CCD        1993DEN-U-93	41.95304337	-95.32055300	F	NAD83
USGS	415719095202701	083N39W36CCAB       1993DEN-X-93	41.95526569	-95.34110900	F	NAD83
USGS	415757095210001	083N39W35ABAB       1993DEN-D-93	41.96582130	-95.35027580	F	NAD83
USGS	415801091345000	4200000000 Indian Creek	41.96694667	-91.58073300	U	NAD83
USGS	415953091435300	083N08W13CBDA       USGS CRM-SW-2	41.99805459	-91.73157060	F	NAD83
USGS	420102095571701	083N44W10BCB            Maple River	42.01721035	-95.95501040	U	NAD83
USGS	420110095581001	083N44W09BBC            Little Sioux River	42.01943250	-95.98112200	U	NAD83
USGS	420258091463001	084N08W33AAA            Cedar Rapids Water	42.04944179	-91.77518080	U	NAD83
USGS	420300094420001	CR-84/33W-0002 (CR-2)	42.05000000	-94.70000000	M	NAD83
USGS	421100093320002	SY-85/23W-0002 (HM-2)	42.18333330	-93.53333330	M	NAD83
USGS	422337091460001	088N08W34BDD            Wapsipinicon River	42.39359880	-91.76683700	U	NAD83
USGS	422800095000001	SC-89/35W-0002 (BV-2)	42.46666667	-95.00000000	M	NAD83
USGS	422937094111301	089N28W29CBBB           Des Moines Riv at Ft Dodge	42.49358060	-94.18718350	U	NAD83
USGS	423133090382801	089N03E17BCB            Miss Riv L&D 11 Mile 582	42.52583505	-90.64123860	U	NAD83
USGS	423210090383601	089N03E07DAA            Miss Riv below L&D 11	42.53611239	-90.64346090	U	NAD83
USGS	423225090384200	089N03E07ADB            Miss Riv at Dubuque	42.54027887	-90.64512750	U	NAD83
USGS	423756094021601	090N27W09ABB            USGS Web Co Point 32	42.63219240	-94.03800880	U	NAD83
USGS	423804094024901	090N27W04CCC            Soldier Creek Hoffman 2	42.63441469	-94.04717590	U	NAD83
USGS	425700093540002	HK-94/26W-0002 (HK-2)	42.95000000	-93.90000000	M	NAD83
USGS	425800091520001	FT-94/9W-0002 (FT-2)	42.96666667	-91.86666670	M	NAD83
USGS	425845091525001	094N09W02CCDB           Turner Creek 1	42.97914440	-91.88072000	U	NAD83
USGS	425853091525601	094N09W02CCBA           Turner Creek Spring	42.98136660	-91.88238680	U	NAD83
USGS	425904091531501	094N09W03DABA           Turner Creek 3	42.98442205	-91.88766480	U	NAD83
USGS	430040091001001	Duck Creek (Used as Split Sample Location)	43.01109580	-91.00290500	U	NAD83
USGS	430345092402301	095N16W12AD             Cedar River US 18 Dwnstrm	43.06247234	-92.67324460	U	NAD83
USGS	430724095050301	096N36W22BAAC           Little Sioux R at Spencer	43.12330164	-95.08443690	U	NAD83
USGS	430816095110201	096N37W14BAAA           Little Sioux R at Spencer	43.13774755	-95.18416290	U	NAD83
USGS	430830093003501	096N18W07DCAD           Shell Rock R Nora Springs	43.14163536	-93.00992250	U	NAD83
USGS	431135093123701	097N20W28ACCB           Winnebago River	43.19301590	-93.21048150	U	NAD83
USGS	431429095154001	097N37W07BAAA           Little Sioux R at Fostoria	43.24135640	-95.26138940	U	NAD83
USGS	432000095240001	OA-98/39W-0002 (OA-2)	43.33333330	-95.40000000	M	NAD83
